product_name,brand,product_type,unit,unit_purchase,price_per_unit,total_price,currency,date,delivery,store_location,type_store,customer_name,cashier_name
Hand Saw,Tekiro,Tool,Piece,35,60000,2100000,IDR,2021-11-09 10:03:24,Delivery,Denpasar,Branch,Hendra Syaiban,Ibrahim Iman
Conduit Pipe,Clipsal,Electrical,Meter,19,7000,133000,IDR,2021-12-13 17:39:17,Delivery,Jayapura,Branch,Saiful Shihab,Fauzi Ghaffar
Wash Basin (Sink),TOTO,Sanitary,Piece,10,600000,6000000,IDR,2020-10-14 14:37:45,Pickup,Surabaya,Branch,Erna Ubaid,Burhan Bakhtiar
Door Hinge,Belleza,Lock Accessory,Pair,33,30000,990000,IDR,2024-01-26 15:29:06,Delivery,Denpasar,Branch,Saiful Pahlevi,Permata Qaila
Hammer,Lippro,Tool,Piece,46,50000,2300000,IDR,2023-09-14 09:20:16,Delivery,Medan,Branch,Ananda Malaka,Kezia Karen
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,5,76000,380000,IDR,2023-01-25 08:42:30,Pickup,Jakarta,Branch,Ananda Jayawardana,Erinna Elsa Elizha
Wall Paint,Dulux,Paint,Can,49,120000,5880000,IDR,2023-12-06 16:08:57,Delivery,Medan,Branch,Asep Kusuma,Kayla Kiki Lena
Sandpaper,Taiyo,Paint Accessory,Piece,13,5000,65000,IDR,2024-01-25 17:41:49,Pickup,Surabaya,Branch,Erna Kusuma,Agus Cahyadi
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,47,45000,2115000,IDR,2020-08-29 11:47:01,Delivery,Medan,Branch,Syifa Ubaid,Ehsan Aziz
PVC Pipe,Wavin,Plumbing,Meter,43,15000,645000,IDR,2022-06-10 08:35:43,Pickup,Tasikmalaya,Head Office,Maya Kusuma,Naura Aliya Lestari
GRC Board,KalsiBoard,Ceiling,Sheet,24,70000,1680000,IDR,2021-07-02 15:01:11,Delivery,Jakarta,Branch,Tono Tanuwijaya,Fiona Gianna
Clay Roof Tile,Kanmuri,Roof Covering,Piece,15,2000,30000,IDR,2024-08-29 14:19:38,Pickup,Bandung,Branch,Saiful Jayawardana,Anwar Arif Akhtar
Pliers,Tekiro,Tool,Piece,24,35000,840000,IDR,2022-09-08 12:00:36,Pickup,Jakarta,Branch,Agus Pahlevi,Ahmad Adam
Timber Roof Frame,Unbranded,Roof Frame,Meter,25,30000,750000,IDR,2020-03-27 12:23:17,Delivery,Medan,Branch,Ayu Wijaya,Kezia Karen
Granite Tile,Indogress,Tile,Box,29,150000,4350000,IDR,2022-09-27 12:51:21,Delivery,Bandung,Branch,Saiful Ubaid,Anwar Arif Akhtar
Lightweight Brick (AAC Block),Hebel,Brick,Piece,4,10000,40000,IDR,2022-04-06 12:51:10,Delivery,Denpasar,Branch,Agus Kusuma,Nina Octavia
Plastering Float,Lippro,Tool,Piece,8,30000,240000,IDR,2020-03-21 16:24:14,Delivery,Jakarta,Branch,Nina Shihab,Ahmad Adam
Hoe,Camel,Tool,Piece,11,80000,880000,IDR,2024-01-02 10:04:08,Delivery,Jakarta,Branch,Erna Wijaya,Muhammad Fikru
Pliers,Tekiro,Tool,Piece,31,35000,1085000,IDR,2020-02-27 15:53:20,Delivery,Jakarta,Branch,Ananda Jayawardana,Erinna Elsa Elizha
Squat Toilet,INA,Sanitary,Piece,2,300000,600000,IDR,2023-07-07 08:47:44,Pickup,Jayapura,Branch,Ferry Pahlevi,Fauzi Ghaffar
Gresik 40 kg,Gresik,Cement,Sack,35,57000,1995000,IDR,2024-11-01 11:24:46,Delivery,Surabaya,Branch,Erna Ubaid,Agus Cahyadi
Plastering Float,Lippro,Tool,Piece,49,30000,1470000,IDR,2023-12-19 08:42:45,Pickup,Denpasar,Branch,Melania Kusuma,Ilyas Jabar
Steel Door,WINA,Door,Piece,9,700000,6300000,IDR,2024-10-21 10:51:30,Delivery,Tasikmalaya,Head Office,Agung Kusuma,Ayu Putri Avicenna
Plastering Float,Lippro,Tool,Piece,18,30000,540000,IDR,2020-04-28 16:03:03,Pickup,Denpasar,Branch,Aleena Jayawardana,Ilyas Jabar
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,36,64000,2304000,IDR,2020-01-03 08:11:23,Delivery,Tasikmalaya,Head Office,Aleena Tanuwijaya,Al Harits
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,4,64000,256000,IDR,2023-07-27 10:53:01,Pickup,Medan,Branch,Ananda Ubaid,Chairil Dhaifullah
Pliers,Tekiro,Tool,Piece,4,35000,140000,IDR,2023-01-07 16:14:55,Pickup,Jayapura,Branch,Ferry Thalib,Latifa Laila
Door Frame (Wood),Unbranded,Door Frame,Piece,6,250000,1500000,IDR,2024-03-09 17:48:20,Pickup,Jakarta,Branch,Ferry Shihab,Erinna Elsa Elizha
Concrete Block,Bricon,Brick,Piece,32,5000,160000,IDR,2024-09-14 12:30:43,Pickup,Jakarta,Branch,Tono Wijaya,Erinna Elsa Elizha
Conduit Pipe,Clipsal,Electrical,Meter,42,7000,294000,IDR,2020-03-20 17:52:11,Pickup,Jakarta,Branch,Kayla Ubaid,Muhammad Fikru
Door Lock,Solid,Lock,Set,50,100000,5000000,IDR,2024-11-21 12:29:56,Pickup,Medan,Branch,Aleena Malaka,Ehsan Aziz
GRC Board,KalsiBoard,Ceiling,Sheet,11,70000,770000,IDR,2024-02-17 11:51:37,Delivery,Bandung,Branch,Ayu Wijaya,Anwar Arif Akhtar
Hand Saw,Tekiro,Tool,Piece,26,60000,1560000,IDR,2023-07-13 17:36:18,Delivery,Denpasar,Branch,Ananda Wijaya,Nina Octavia
Wooden Door,Unbranded,Door,Piece,46,500000,23000000,IDR,2020-05-11 16:10:51,Delivery,Surabaya,Branch,Agus Malaka,Isabell Inaya
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,12,45000,540000,IDR,2021-05-12 12:13:51,Delivery,Jakarta,Branch,Erna Shihab,Erinna Elsa Elizha
Concrete Roof Tile,Monier,Roof Covering,Piece,4,3500,14000,IDR,2021-05-18 16:54:57,Pickup,Tasikmalaya,Head Office,Syifa Wijaya,Atyla Azfa
Water Faucet,Wasser,Sanitary,Piece,15,75000,1125000,IDR,2021-03-26 10:09:27,Delivery,Jakarta,Branch,Tono Ubaid,Muhammad Fikru
Timber Roof Frame,Unbranded,Roof Frame,Meter,4,30000,120000,IDR,2022-07-14 15:18:21,Pickup,Jakarta,Branch,Agung Jayawardana,Fiona Gianna
Electrical Cable,Supreme,Electrical,Meter,20,5000,100000,IDR,2020-02-01 16:46:41,Pickup,Bandung,Branch,Erna Shihab,Harum Hafsa
Clay Roof Tile,Kanmuri,Roof Covering,Piece,37,2000,74000,IDR,2023-09-20 12:24:10,Pickup,Denpasar,Branch,Melania Kusuma,Ibrahim Iman
Floor Drain,Onda,Sanitary,Piece,2,50000,100000,IDR,2023-03-22 10:24:48,Delivery,Medan,Branch,Ferry Kusuma,Ehsan Aziz
Shovel,Camel,Tool,Piece,48,75000,3600000,IDR,2022-12-12 09:16:59,Pickup,Tasikmalaya,Head Office,Hendra Thalib,Atyla Azfa
Ceiling Cornice / Profile List,Aplus,Ceiling,Meter,12,15000,180000,IDR,2020-10-13 17:01:23,Pickup,Tasikmalaya,Head Office,Erna Ubaid,Ayu Putri Avicenna
Sitting Toilet,TOTO,Sanitary,Piece,49,1200000,58800000,IDR,2022-10-17 12:27:34,Pickup,Bandung,Branch,Saiful Syaiban,Hera Harsha
Timber Roof Frame,Unbranded,Roof Frame,Meter,6,30000,180000,IDR,2021-06-23 16:17:41,Delivery,Bandung,Branch,Ferry Kusuma,Anwar Arif Akhtar
Rebar 10mm,Gunung Steel,Steel,Meter,50,25000,1250000,IDR,2021-04-10 14:07:51,Delivery,Jakarta,Branch,Asep Kusuma,Ahmad Adam
Spirit Level,Krisbow,Tool,Piece,32,65000,2080000,IDR,2022-03-01 17:52:16,Pickup,Jakarta,Branch,Ananda Pahlevi,Ahmad Adam
Roof Batten (Reng),Unbranded,Wood,Piece,18,15000,270000,IDR,2024-01-16 15:22:44,Delivery,Denpasar,Branch,Ferry Pahlevi,Nina Octavia
Granite Tile,Indogress,Tile,Box,40,150000,6000000,IDR,2024-08-22 10:33:09,Pickup,Jakarta,Branch,Saiful Shihab,Erinna Elsa Elizha
Concrete Block,Bricon,Brick,Piece,33,5000,165000,IDR,2020-05-20 14:29:43,Pickup,Denpasar,Branch,Saiful Malaka,Ibrahim Iman
Rebar 10mm,Gunung Steel,Steel,Meter,35,25000,875000,IDR,2023-11-22 10:29:58,Delivery,Denpasar,Branch,Melania Wijaya,Permata Qaila
PVC Pipe,Rucika,Plumbing,Meter,15,16000,240000,IDR,2022-08-31 14:29:06,Delivery,Medan,Branch,Erna Syaiban,Chairil Dhaifullah
Lightweight Steel Roof Frame,Taso,Roof Frame,Meter,14,45000,630000,IDR,2020-11-26 11:59:15,Pickup,Surabaya,Branch,Agung Malaka,Isabell Inaya
Hammer,Lippro,Tool,Piece,32,50000,1600000,IDR,2022-02-15 17:32:02,Pickup,Bandung,Branch,Ayu Pahlevi,Harum Hafsa
Steel Door,WINA,Door,Piece,31,700000,21700000,IDR,2024-11-16 15:14:51,Pickup,Jayapura,Branch,Saiful Thalib,Latifa Laila
Spirit Level,Krisbow,Tool,Piece,30,65000,1950000,IDR,2022-10-25 11:11:19,Delivery,Denpasar,Branch,Ferry Thalib,Ilyas Jabar
Floor Drain,Onda,Sanitary,Piece,24,50000,1200000,IDR,2020-09-24 17:14:50,Pickup,Surabaya,Branch,Saiful Thalib,Zahra Jasmine
Rebar 8mm,Master Steel,Steel,Meter,17,20000,340000,IDR,2021-10-21 12:01:17,Delivery,Tasikmalaya,Head Office,Nina Jayawardana,Al Harits
Squat Toilet,INA,Sanitary,Piece,40,300000,12000000,IDR,2023-05-10 12:01:25,Delivery,Bandung,Branch,Wawan Tanuwijaya,Harum Hafsa
Door Lock,Solid,Lock,Set,44,100000,4400000,IDR,2020-11-18 11:55:21,Pickup,Surabaya,Branch,Aleena Shihab,Isabell Inaya
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,18,64000,1152000,IDR,2021-09-01 12:12:41,Pickup,Jayapura,Branch,Tono Wijaya,Faiz Fadlurrahman
Trowel,Lippro,Tool,Piece,12,25000,300000,IDR,2020-05-21 14:00:27,Delivery,Bandung,Branch,Wawan Thalib,Harum Hafsa
Concrete Block,Bricon,Brick,Piece,15,5000,75000,IDR,2020-11-09 08:19:25,Delivery,Jakarta,Branch,Nina Jayawardana,Fiona Gianna
Wall Putty (Filler),Matex,Paint Accessory,Kg,17,20000,340000,IDR,2022-03-22 16:09:51,Delivery,Tasikmalaya,Head Office,Nina Syaiban,Atyla Azfa
Paint Brush,Eterna,Paint Accessory,Piece,42,15000,630000,IDR,2023-02-17 10:23:41,Pickup,Tasikmalaya,Head Office,Wawan Tanuwijaya,Al Harits
Wheelbarrow,Artco,Tool,Piece,4,450000,1800000,IDR,2023-01-26 10:56:53,Delivery,Denpasar,Branch,Ferry Syaiban,Ibrahim Iman
Electrical Cable,Supreme,Electrical,Meter,34,5000,170000,IDR,2022-11-03 08:37:17,Delivery,Tasikmalaya,Head Office,Agus Ubaid,Naura Aliya Lestari
Wooden Door,Unbranded,Door,Piece,24,500000,12000000,IDR,2022-04-25 15:36:07,Pickup,Jayapura,Branch,Erna Thalib,Fauzi Ghaffar
Wall Paint,Dulux,Paint,Can,8,120000,960000,IDR,2023-12-18 12:56:42,Delivery,Surabaya,Branch,Nina Ubaid,Isabell Inaya
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,13,350000,4550000,IDR,2023-11-06 16:54:51,Pickup,Jakarta,Branch,Ferry Syaiban,Fiona Gianna
Hand Saw,Tekiro,Tool,Piece,27,60000,1620000,IDR,2022-02-09 14:15:26,Pickup,Surabaya,Branch,Nina Ubaid,Burhan Bakhtiar
River Stone,Unbranded,Stone,Cubic Meter,44,330000,14520000,IDR,2024-06-04 13:27:58,Pickup,Jayapura,Branch,Agus Kusuma,Marshanda Maharani
Hammer,Lippro,Tool,Piece,5,50000,250000,IDR,2024-01-03 15:32:33,Pickup,Jakarta,Branch,Wawan Tanuwijaya,Muhammad Fikru
Metal Roof Tile,Multi Roof,Roof Covering,Piece,38,5000,190000,IDR,2023-06-19 17:46:50,Delivery,Bandung,Branch,Aleena Ubaid,Hera Harsha
Gresik 40 kg,Gresik,Cement,Sack,4,57000,228000,IDR,2023-08-01 11:40:43,Delivery,Denpasar,Branch,Saiful Kusuma,Permata Qaila
Trowel,Lippro,Tool,Piece,33,25000,825000,IDR,2020-12-28 08:15:12,Delivery,Jakarta,Branch,Ananda Wijaya,Fiona Gianna
Spirit Level,Krisbow,Tool,Piece,16,65000,1040000,IDR,2021-04-06 08:22:15,Pickup,Denpasar,Branch,Ananda Pahlevi,Ilyas Jabar
Roof Batten (Reng),Unbranded,Wood,Piece,35,15000,525000,IDR,2023-10-02 14:38:46,Delivery,Jayapura,Branch,Wawan Jayawardana,Faiz Fadlurrahman
Wheelbarrow,Artco,Tool,Piece,4,450000,1800000,IDR,2020-07-11 16:18:55,Pickup,Medan,Branch,Hendra Kusuma,Kayla Kiki Lena
Hammer,Lippro,Tool,Piece,9,50000,450000,IDR,2021-12-21 16:37:43,Delivery,Bandung,Branch,Erna Malaka,Hera Harsha
Squat Toilet,INA,Sanitary,Piece,11,300000,3300000,IDR,2024-11-07 17:44:50,Delivery,Tasikmalaya,Head Office,Erna Syaiban,Atyla Azfa
Formwork Board (Shuttering),Unbranded,Wood,Piece,14,30000,420000,IDR,2022-04-15 10:23:11,Delivery,Jayapura,Branch,Hendra Syaiban,Latifa Laila
River Stone,Unbranded,Stone,Cubic Meter,48,330000,15840000,IDR,2020-07-23 16:04:45,Delivery,Medan,Branch,Erna Thalib,Kayla Kiki Lena
Steel Door,WINA,Door,Piece,26,700000,18200000,IDR,2022-10-07 11:35:07,Pickup,Jakarta,Branch,Tono Ubaid,Fiona Gianna
Red Brick,Laksana,Brick,Piece,1,800,800,IDR,2020-09-29 17:05:20,Delivery,Jayapura,Branch,Ferry Jayawardana,Marshanda Maharani
Steel Door,WINA,Door,Piece,19,700000,13300000,IDR,2022-04-25 10:17:53,Pickup,Medan,Branch,Melania Jayawardana,Kezia Karen
Lightweight Brick (AAC Block),Hebel,Brick,Piece,25,10000,250000,IDR,2020-10-21 14:06:21,Pickup,Jakarta,Branch,Ananda Jayawardana,Erinna Elsa Elizha
Plastering Float,Lippro,Tool,Piece,30,30000,900000,IDR,2021-05-26 15:16:00,Pickup,Surabaya,Branch,Nina Tanuwijaya,Burhan Bakhtiar
Shovel,Camel,Tool,Piece,38,75000,2850000,IDR,2022-11-12 16:46:14,Pickup,Jayapura,Branch,Tono Ubaid,Faiz Fadlurrahman
Concrete Block,Bricon,Brick,Piece,27,5000,135000,IDR,2022-10-08 13:13:22,Pickup,Denpasar,Branch,Budi Ubaid,Permata Qaila
Formwork Board (Shuttering),Unbranded,Wood,Piece,45,30000,1350000,IDR,2021-07-16 15:51:08,Pickup,Tasikmalaya,Head Office,Azahra Thalib,Atyla Azfa
Masonry Sand,Unbranded,Sand,Cubic Meter,10,250000,2500000,IDR,2022-12-03 17:03:40,Pickup,Medan,Branch,Nina Tanuwijaya,Ehsan Aziz
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,41,64000,2624000,IDR,2021-08-30 10:31:38,Pickup,Bandung,Branch,Wawan Kusuma,Anwar Arif Akhtar
Wooden Door,Unbranded,Door,Piece,13,500000,6500000,IDR,2024-06-14 13:10:06,Pickup,Medan,Branch,Hendra Ubaid,Kayla Kiki Lena
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,39,350000,13650000,IDR,2023-11-07 09:19:04,Pickup,Jayapura,Branch,Saiful Jayawardana,Faiz Fadlurrahman
Door Hinge,Belleza,Lock Accessory,Pair,21,30000,630000,IDR,2024-12-03 11:09:05,Delivery,Medan,Branch,Agus Pahlevi,Ehsan Aziz
Power Outlet,Panasonic,Electrical,Piece,22,20000,440000,IDR,2023-04-29 08:53:26,Delivery,Surabaya,Branch,Syifa Ubaid,Agus Cahyadi
Measuring Tape,Stanley,Tool,Piece,10,30000,300000,IDR,2023-02-13 09:54:26,Delivery,Tasikmalaya,Head Office,Ferry Ubaid,Ayu Putri Avicenna
Crushed Stone / Gravel,Unbranded,Stone,Cubic Meter,42,350000,14700000,IDR,2024-03-25 09:58:59,Pickup,Jayapura,Branch,Tono Wijaya,Marshanda Maharani
Timber Beam (Kaso),Unbranded,Wood,Piece,9,25000,225000,IDR,2024-07-16 15:05:49,Pickup,Jakarta,Branch,Saiful Syaiban,Muhammad Fikru
PVC Pipe,Rucika,Plumbing,Meter,21,16000,336000,IDR,2020-05-23 17:49:00,Pickup,Jayapura,Branch,Tono Ubaid,Fauzi Ghaffar
Gypsum Board,Jayaboard,Ceiling,Sheet,24,60000,1440000,IDR,2020-06-13 13:39:44,Delivery,Bandung,Branch,Wawan Tanuwijaya,Asep Aziz
Tile Grout,Sika,Mortar,Sack,16,45000,720000,IDR,2023-09-30 14:04:49,Pickup,Jayapura,Branch,Budi Thalib,Latifa Laila
Wooden Beam,Unbranded,Wood,Piece,17,40000,680000,IDR,2024-11-18 08:12:28,Delivery,Jakarta,Branch,Tono Malaka,Ahmad Adam
Roof Batten (Reng),Unbranded,Wood,Piece,42,15000,630000,IDR,2021-11-01 11:58:24,Delivery,Medan,Branch,Agung Shihab,Kezia Karen
Sandpaper,Taiyo,Paint Accessory,Piece,29,5000,145000,IDR,2020-10-29 14:09:00,Delivery,Surabaya,Branch,Tono Malaka,Isabell Inaya
Water Faucet,Wasser,Sanitary,Piece,24,75000,1800000,IDR,2022-09-07 10:14:44,Delivery,Jayapura,Branch,Agus Kusuma,Marshanda Maharani
Pliers,Tekiro,Tool,Piece,2,35000,70000,IDR,2021-11-05 14:09:03,Delivery,Tasikmalaya,Head Office,Agus Ubaid,Naura Aliya Lestari
Water Tank,Penguin,Plumbing,Piece,29,1500000,43500000,IDR,2021-09-25 12:33:10,Delivery,Denpasar,Branch,Asep Ubaid,Ilyas Jabar
Screwdriver Set,Tekiro,Tool,Set,18,40000,720000,IDR,2024-10-28 15:40:51,Pickup,Jayapura,Branch,Aleena Syaiban,Marshanda Maharani
Tiga Roda 50 kg,Tiga Roda,Cement,Sack,42,76000,3192000,IDR,2021-05-26 11:05:33,Delivery,Jakarta,Branch,Azahra Shihab,Ahmad Adam
Sitting Toilet,TOTO,Sanitary,Piece,36,1200000,43200000,IDR,2023-09-19 14:23:57,Delivery,Jayapura,Branch,Ferry Wijaya,Latifa Laila
Water Tank,Penguin,Plumbing,Piece,1,1500000,1500000,IDR,2020-02-19 08:34:02,Pickup,Jayapura,Branch,Erna Ubaid,Faiz Fadlurrahman
Timber Beam (Kaso),Unbranded,Wood,Piece,14,25000,350000,IDR,2023-07-24 12:46:01,Delivery,Tasikmalaya,Head Office,Syifa Thalib,Ayu Putri Avicenna
Squat Toilet,INA,Sanitary,Piece,36,300000,10800000,IDR,2024-01-20 09:37:52,Delivery,Jakarta,Branch,Maya Tanuwijaya,Muhammad Fikru
Timber Beam (Kaso),Unbranded,Wood,Piece,9,25000,225000,IDR,2020-04-22 12:55:02,Delivery,Tasikmalaya,Head Office,Syifa Tanuwijaya,Naura Aliya Lestari
Wheelbarrow,Artco,Tool,Piece,31,450000,13950000,IDR,2024-02-09 13:40:59,Delivery,Denpasar,Branch,Ayu Syaiban,Permata Qaila
Holcim 50 kg,Holcim,Cement,Sack,6,68000,408000,IDR,2020-05-09 13:07:01,Delivery,Tasikmalaya,Head Office,Tono Pahlevi,Atyla Azfa
Shovel,Camel,Tool,Piece,26,75000,1950000,IDR,2022-05-06 16:23:29,Delivery,Medan,Branch,Tono Thalib,Kezia Karen
Water Tank,Penguin,Plumbing,Piece,13,1500000,19500000,IDR,2023-06-20 17:02:45,Delivery,Surabaya,Branch,Nina Ubaid,Zahra Jasmine
Water Faucet,Wasser,Sanitary,Piece,12,75000,900000,IDR,2024-07-13 09:58:20,Delivery,Surabaya,Branch,Azahra Shihab,Zahra Jasmine
Rebar 10mm,Gunung Steel,Steel,Meter,22,25000,550000,IDR,2021-08-20 14:26:26,Delivery,Jakarta,Branch,Erna Pahlevi,Ahmad Adam
Steel Door,WINA,Door,Piece,2,700000,1400000,IDR,2024-05-15 09:36:43,Pickup,Jayapura,Branch,Agung Syaiban,Marshanda Maharani
Granite Tile,Indogress,Tile,Box,11,150000,1650000,IDR,2021-06-02 08:01:48,Pickup,Tasikmalaya,Head Office,Azahra Ubaid,Naura Aliya Lestari
Gresik 50 kg,Gresik,Cement,Sack,11,70000,770000,IDR,2024-07-26 08:51:24,Pickup,Jakarta,Branch,Ferry Kusuma,Muhammad Fikru
Shovel,Camel,Tool,Piece,44,75000,3300000,IDR,2022-05-06 08:53:11,Delivery,Tasikmalaya,Head Office,Azahra Ubaid,Ayu Putri Avicenna
GRC Board,KalsiBoard,Ceiling,Sheet,48,70000,3360000,IDR,2024-10-10 12:22:11,Delivery,Jakarta,Branch,Tono Malaka,Erinna Elsa Elizha
GRC Board,KalsiBoard,Ceiling,Sheet,30,70000,2100000,IDR,2021-07-05 17:03:23,Pickup,Bandung,Branch,Ayu Malaka,Hera Harsha
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,32,64000,2048000,IDR,2023-07-15 11:40:33,Pickup,Tasikmalaya,Head Office,Agung Jayawardana,Atyla Azfa
Holcim 50 kg,Holcim,Cement,Sack,18,68000,1224000,IDR,2021-04-03 16:19:47,Delivery,Denpasar,Branch,Ferry Wijaya,Nina Octavia
Wall Putty (Filler),Matex,Paint Accessory,Kg,11,20000,220000,IDR,2022-03-31 14:55:44,Delivery,Medan,Branch,Saiful Kusuma,Chairil Dhaifullah
Wash Basin (Sink),TOTO,Sanitary,Piece,37,600000,22200000,IDR,2023-02-06 13:50:43,Delivery,Medan,Branch,Agus Wijaya,Kayla Kiki Lena
Timber Roof Frame,Unbranded,Roof Frame,Meter,34,30000,1020000,IDR,2022-05-07 13:18:22,Pickup,Bandung,Branch,Tono Shihab,Asep Aziz
Timber Beam (Kaso),Unbranded,Wood,Piece,37,25000,925000,IDR,2022-09-29 08:17:47,Delivery,Surabaya,Branch,Agung Syaiban,Isabell Inaya
Masonry Sand,Unbranded,Sand,Cubic Meter,24,250000,6000000,IDR,2023-02-20 13:02:20,Pickup,Tasikmalaya,Head Office,Azahra Ubaid,Ayu Putri Avicenna
Hammer,Lippro,Tool,Piece,26,50000,1300000,IDR,2022-09-13 09:04:06,Delivery,Medan,Branch,Agus Tanuwijaya,Kayla Kiki Lena
Plastering Float,Lippro,Tool,Piece,2,30000,60000,IDR,2023-10-13 10:09:03,Delivery,Surabaya,Branch,Tono Jayawardana,Burhan Bakhtiar
Wooden Beam,Unbranded,Wood,Piece,24,40000,960000,IDR,2021-09-23 16:13:27,Delivery,Bandung,Branch,Maya Jayawardana,Asep Aziz
Spandek / Galvalume Sheet,BlueScope,Roof Covering,Meter,13,90000,1170000,IDR,2020-07-16 11:02:56,Pickup,Bandung,Branch,Saiful Shihab,Hera Harsha
Rebar 8mm,Master Steel,Steel,Meter,42,20000,840000,IDR,2022-12-30 14:10:15,Delivery,Surabaya,Branch,Wawan Jayawardana,Isabell Inaya
Door Hinge,Belleza,Lock Accessory,Pair,39,30000,1170000,IDR,2020-05-06 13:16:23,Delivery,Tasikmalaya,Head Office,Ferry Wijaya,Atyla Azfa
Red Brick,Laksana,Brick,Piece,46,800,36800,IDR,2021-10-02 16:39:05,Delivery,Jakarta,Branch,Ferry Pahlevi,Ahmad Adam
Paint Brush,Eterna,Paint Accessory,Piece,46,15000,690000,IDR,2022-11-11 08:05:59,Delivery,Denpasar,Branch,Wawan Ubaid,Ilyas Jabar
Holcim 40 kg,Holcim,Cement,Sack,43,56000,2408000,IDR,2023-01-13 15:51:20,Delivery,Jayapura,Branch,Agung Pahlevi,Fauzi Ghaffar
Door Frame (Wood),Unbranded,Door Frame,Piece,11,250000,2750000,IDR,2022-07-15 10:25:43,Delivery,Denpasar,Branch,Melania Pahlevi,Ibrahim Iman
Asbestos Sheet,Djabesmen,Roof Covering,Meter,36,60000,2160000,IDR,2021-02-01 13:24:23,Pickup,Tasikmalaya,Head Office,Hendra Kusuma,Ayu Putri Avicenna
Tiga Roda 40 kg,Tiga Roda,Cement,Sack,1,64000,64000,IDR,2024-07-29 11:25:10,Pickup,Medan,Branch,Syifa Thalib,Kezia Karen
Squat Toilet,INA,Sanitary,Piece,18,300000,5400000,IDR,2020-05-30 17:29:39,Pickup,Tasikmalaya,Head Office,Erna Thalib,Naura Aliya Lestari
Roof Batten (Reng),Unbranded,Wood,Piece,47,15000,705000,IDR,2023-01-23 09:05:10,Delivery,Jakarta,Branch,Ayu Malaka,Muhammad Fikru
Skim Coat (Wall Putty),Drymix,Mortar,Sack,32,55000,1760000,IDR,2021-07-10 13:31:28,Pickup,Denpasar,Branch,Ayu Kusuma,Permata Qaila
Shower,American Standard,Sanitary,Set,26,200000,5200000,IDR,2022-02-03 12:17:03,Delivery,Tasikmalaya,Head Office,Ananda Pahlevi,Ayu Putri Avicenna
Measuring Tape,Stanley,Tool,Piece,23,30000,690000,IDR,2024-12-10 14:36:04,Delivery,Jayapura,Branch,Budi Pahlevi,Faiz Fadlurrahman
Door Frame (Wood),Unbranded,Door Frame,Piece,45,250000,11250000,IDR,2020-07-10 15:29:20,Pickup,Denpasar,Branch,Nina Thalib,Nina Octavia
Red Brick,Laksana,Brick,Piece,43,800,34400,IDR,2023-12-19 14:36:27,Delivery,Bandung,Branch,Ananda Shihab,Hera Harsha
Gresik 40 kg,Gresik,Cement,Sack,39,57000,2223000,IDR,2022-06-15 13:05:09,Delivery,Tasikmalaya,Head Office,Ananda Jayawardana,Naura Aliya Lestari
Concrete Block,Bricon,Brick,Piece,35,5000,175000,IDR,2024-12-26 11:31:01,Delivery,Jayapura,Branch,Tono Shihab,Fauzi Ghaffar
River Stone,Unbranded,Stone,Cubic Meter,18,330000,5940000,IDR,2021-04-08 13:45:45,Delivery,Denpasar,Branch,Melania Wijaya,Ilyas Jabar
Gypsum Board,Jayaboard,Ceiling,Sheet,20,60000,1200000,IDR,2020-07-31 08:56:17,Pickup,Surabaya,Branch,Saiful Kusuma,Agus Cahyadi
River Stone,Unbranded,Stone,Cubic Meter,29,330000,9570000,IDR,2023-12-08 09:25:22,Pickup,Bandung,Branch,Azahra Wijaya,Anwar Arif Akhtar
Pliers,Tekiro,Tool,Piece,6,35000,210000,IDR,2022-02-22 15:46:10,Delivery,Tasikmalaya,Head Office,Maya Pahlevi,Atyla Azfa
Holcim 40 kg,Holcim,Cement,Sack,49,56000,2744000,IDR,2020-12-22 17:46:37,Pickup,Medan,Branch,Agus Shihab,Chairil Dhaifullah
Measuring Tape,Stanley,Tool,Piece,43,30000,1290000,IDR,2024-08-02 12:20:31,Delivery,Bandung,Branch,Asep Kusuma,Asep Aziz
Timber Roof Frame,Unbranded,Roof Frame,Meter,43,30000,1290000,IDR,2023-12-02 10:28:08,Delivery,Jayapura,Branch,Syifa Ubaid,Faiz Fadlurrahman
Paint Brush,Eterna,Paint Accessory,Piece,3,15000,45000,IDR,2023-03-22 12:11:36,Delivery,Jayapura,Branch,Hendra Syaiban,Faiz Fadlurrahman
Sitting Toilet,TOTO,Sanitary,Piece,48,1200000,57600000,IDR,2023-08-24 12:29:17,Delivery,Bandung,Branch,Tono Shihab,Anwar Arif Akhtar
Concrete Sand,Unbranded,Sand,Cubic Meter,14,300000,4200000,IDR,2020-05-09 17:01:11,Pickup,Bandung,Branch,Wawan Ubaid,Harum Hafsa
